gene,spearman_r,p_value,n_samples
PHB2,0.3585,3.7547494207852884e-06,158
SRRM1,0.3584,3.756083670962863e-06,158
INCENP,0.3583,3.525284427983188e-05,127
CPSF7,0.3583,3.805652886979498e-06,158
ORC3,0.3579,3.899631431374024e-06,158
PRB3,0.3578,3.917293362784118e-06,158
LRCH3,0.3578,3.932946337478835e-06,158
CBFA2T3,0.3578,3.900148868658452e-05,126
PRPF8,0.3577,3.9569011085770695e-06,158
TRAPPC6B,0.3576,3.982311970896788e-06,158
HUS1,0.3575,3.998357730314106e-06,158
GPATCH8,0.3574,4.034004660651802e-06,158
ATAD2B,0.3574,4.023965224894893e-06,158
MRPS5,0.3573,4.047042152361997e-06,158
GLI3,0.3573,0.011724317670761571,49
GAL3ST4,0.3572,0.00047309148853634097,92
FTO,0.3572,4.080585077696476e-06,158
RNF169,0.3571,4.098034063804362e-06,158
ADH1A,0.3571,0.04135756559578722,33
NHLRC3,0.3571,4.118508781393938e-06,158
PCDHGC3,0.357,2.8410577776964734e-05,131
GBP3,0.357,0.0002306684601931333,102
PFDN1,0.3569,4.176254191410909e-06,158
ABCC3,0.3569,8.481162322987775e-06,148
DTNB,0.3568,4.190911900687252e-06,158
AKR1B1,0.3568,4.2046946786384055e-06,158
MTFR2,0.3566,0.0384174547065339,34
USP33,0.3566,1.2307099174074104e-05,143
PDZD2,0.3565,7.43252732934368e-05,118
BICD1,0.3565,5.566444143537592e-05,122
SHISA2,0.3563,7.477562128564996e-05,118
USP15,0.3561,0.0009533736225744259,83
MCCC2,0.3561,4.388372511077014e-06,158
MPI,0.356,4.427194723269062e-06,158
DCTN3,0.3558,4.467448386600252e-06,158
FGFR1,0.3558,0.0018640019405902584,74
GLRX5,0.3558,4.475614954448224e-06,158
TRAT1,0.3557,0.0495627168980918,31
SMIM12,0.3557,2.2971708679812144e-05,135
ACY3,0.3557,0.09573462668647759,23
PFKFB2,0.3557,2.3024320372798567e-05,135
SLC35B3,0.3556,1.404685044048148e-05,142
COQ7,0.3555,4.565960912319913e-06,158
FOXJ3,0.3555,4.573554509569094e-06,158
IGSF9,0.3554,0.16154091235760815,17
GTF2A1,0.3552,4.6675028224652795e-06,158
PSMA6,0.3552,4.664001561913146e-06,158
C9orf16,0.3552,3.8776673661109985e-05,128
EIF4A1,0.3551,4.68926656763114e-06,158
MICU1,0.3551,4.6975515966020955e-06,158
