gene,spearman_r,p_value,n_samples
CWF19L2,0.5467,1.2582957000692243e-10,119
PGAM5,0.5466,1.2715906977813002e-10,119
NEDD9,0.5466,1.2729322115643428e-10,119
SOS1,0.5465,1.2868615133537589e-10,119
ATP6V1B2,0.5465,1.2836529292966585e-10,119
ATAT1,0.5465,1.2869431164243017e-10,119
DGKZ,0.5465,1.2876783958177775e-10,119
NOL11,0.5463,1.3050984561297504e-10,119
PPP1R10,0.5463,1.3010587312288238e-10,119
TFB1M,0.5462,1.318537291129911e-10,119
TIMMDC1,0.546,1.3462712105279862e-10,119
BPNT1,0.5459,1.3609408500997695e-10,119
ASAP1,0.5458,1.3715178939280967e-10,119
LACTB,0.5457,1.383501332740355e-10,119
MRE11,0.5457,1.3814688213638733e-10,119
USP3,0.5456,1.387240809207273e-10,119
MBD1,0.5455,1.4106026942448435e-10,119
RABEP2,0.5455,1.4046536827201175e-10,119
DHRS7B,0.5455,1.405454136288294e-10,119
ARMCX1,0.5454,1.42560432292968e-10,119
CD14,0.5453,1.428683099267104e-10,119
SPIN4,0.5453,0.003267929609689417,27
EMILIN1,0.5453,1.428512220093065e-10,119
ERCC5,0.5452,2.447206104322574e-07,78
USP16,0.5452,1.4487219824081006e-10,119
VDAC1,0.5452,1.4448223938808973e-10,119
HDDC2,0.5452,1.4406306879509208e-10,119
NECAP2,0.5452,1.445602699747889e-10,119
SLC25A37,0.5451,0.0001080748260341643,45
ST14,0.5451,1.4579449711932835e-10,119
ACSL3,0.5451,1.4621428357090884e-10,119
ARVCF,0.5451,1.456287955174595e-10,119
MAPK10,0.545,0.00015771701986543187,43
DUSP14,0.545,5.200943766099582e-10,112
COX17,0.5449,1.4830320194724833e-10,119
PLCD3,0.5449,1.486139208780852e-10,119
DLG3,0.5449,1.4827246993903815e-10,119
PFKFB2,0.5448,9.568789320223517e-09,96
RBBP9,0.5447,1.5193513991444927e-10,119
GCC2,0.5446,1.534826062379189e-10,119
CHTF18,0.5446,1.5248546299172324e-10,119
ARHGEF35,0.5444,1.5516963844190155e-10,119
PPP4R3A,0.5444,1.5547187197532327e-10,119
SNAP25,0.5444,3.018684826424665e-05,52
SLCO2A1,0.5444,2.786305621637122e-09,103
ZNF521,0.5444,6.559958302349804e-10,111
IGF2R,0.5442,1.58500369605562e-10,119
TBC1D16,0.5441,1.5956807584211112e-10,119
IKBKE,0.5441,1.6034018943146124e-10,119
RAB23,0.5441,1.6010664168196034e-10,119
BRSK2,0.544,0.005993537303179523,24
VLDLR,0.5438,2.9119218183342223e-09,103
RFK,0.5438,1.6488480205777512e-10,119
LARS2,0.5438,1.649308373756298e-10,119
RXRA,0.5437,1.6570819471187975e-10,119
SEPHS1,0.5437,1.656976775648295e-10,119
HABP4,0.5436,1.6728499492255926e-10,119
PACSIN1,0.5436,1.6721419838646446e-10,119
GPALPP1,0.5435,1.6985603656597234e-10,119
ARHGAP25,0.5435,6.379944365333603e-08,86
SIX4,0.5435,1.6959681907744832e-10,119
ZFYVE9,0.5435,1.6948634978086024e-10,119
C1GALT1,0.5435,1.2504171534980585e-05,57
ACTB,0.5434,1.7092662054213873e-10,119
ZNF24,0.5434,1.7119507838268837e-10,119
GALK2,0.5434,1.7146096348074195e-10,119
SLC4A1AP,0.5434,1.7018531426377363e-10,119
CEP112,0.5433,2.0660511300637303e-10,118
OSBPL5,0.5432,1.7416989411131926e-10,119
AARD,0.5432,0.024223114023834404,17
GIGYF2,0.5432,1.7321544904088407e-10,119
TAOK1,0.5431,1.7480994506154216e-10,119
PRKCZ,0.543,1.7774985894763097e-10,119
INHBB,0.5429,1.5813778669569113e-08,94
SETMAR,0.5428,1.8001135937269418e-10,119
FUBP1,0.5427,1.8210936461980046e-10,119
INTS6L,0.5424,8.606560325958246e-07,72
MYBPC1,0.5423,4.735821336563227e-05,50
MIA2,0.5423,1.8824579096559299e-10,119
PTGIS,0.5423,1.8871071881181695e-10,119
DHX32,0.5423,1.894070619009754e-10,119
CST1,0.5422,5.726192248253591e-05,49
CARMIL2,0.5422,4.0751266295899265e-08,89
TBCC,0.5421,1.9157550863032046e-10,119
CYLD,0.5421,1.9208577060855296e-10,119
RPS27L,0.542,1.9451127178000265e-10,119
UBA2,0.542,1.9459066968389932e-10,119
UBE3C,0.5419,1.9517007560673466e-10,119
CR2,0.5418,0.0003057891813415955,40
ALKBH5,0.5417,1.996287312923668e-10,119
APTX,0.5417,1.9983194716738412e-10,119
IL6R,0.5416,0.0035264411523485027,27
RASGRF2,0.5416,1.7028205509282448e-09,107
NUDT9,0.5414,2.0424908214478237e-10,119
NFASC,0.5412,2.5550614444750485e-08,92
PPIP5K2,0.541,2.1202000808864599e-10,119
GIPC2,0.541,2.8849151181517406e-05,53
VSIG4,0.541,2.125424878526199e-10,119
VCP,0.541,2.1196975719054734e-10,119
NAXD,0.5409,2.151348174465759e-10,119
GLYR1,0.5409,2.152631605702294e-10,119
POLR2H,0.5409,2.1417016856545158e-10,119
RAD18,0.5408,2.1671353943914745e-10,119
ARID3A,0.5408,2.1599335476788968e-10,119
CAPN7,0.5408,2.174427778437302e-10,119
MEST,0.5407,2.245949995175929e-07,80
GNAO1,0.5407,5.280467996703451e-10,114
KIF5B,0.5407,2.1829729455243357e-10,119
ITPKA,0.5406,0.000801427811041281,35
CARD6,0.5406,9.075001496659558e-10,111
ZNF451,0.5405,2.2354348713710176e-10,119
TFCP2,0.5405,2.225521056023888e-10,119
ASL,0.5405,2.234787896449548e-10,119
MEPCE,0.5403,2.2650538911269617e-10,119
RNASET2,0.5402,2.293502575353726e-10,119
UBE2Z,0.5401,2.3172820390353767e-10,119
FAM219A,0.54,8.044831430744438e-10,112
CSNK1D,0.5399,2.360616662270466e-10,119
NUDT7,0.5398,0.004421206698992579,26
RTCA,0.5397,2.4003177863424087e-10,119
NSUN5,0.5397,2.394260938273338e-10,119
ANXA8,0.5397,1.9912042367204966e-08,94
GLCE,0.5397,2.4008727698549373e-10,119
SH3BP1,0.5396,2.4186755298628864e-10,119
PLEKHO1,0.5396,2.423423534752578e-10,119
DNAJC11,0.5395,2.4317731265964576e-10,119
UBE2Q1,0.5395,2.430150307521479e-10,119
CMPK1,0.5395,2.437481865345345e-10,119
WDR54,0.5395,2.433581256483667e-10,119
TMEM154,0.5395,3.071221304220413e-05,53
STXBP6,0.5394,1.452867877592936e-06,70
MICALL2,0.5394,2.4716065497840673e-10,119
POLR3C,0.5393,2.4782736253342156e-10,119
PPP1R3E,0.5392,9.209965440863965e-05,47
TBCD,0.5392,2.5092572327142973e-10,119
DNAJB4,0.5391,2.521597766331791e-10,119
CCN5,0.5391,2.521166141379181e-10,119
ABLIM1,0.5391,2.530136610008431e-10,119
EEF1B2,0.539,2.547312367947232e-10,119
PKN2,0.539,2.558304451091219e-10,119
CREB3L1,0.539,0.020996224599887696,18
LCN2,0.539,2.557391049211302e-10,119
METAP2,0.5389,2.573656484370063e-10,119
ADGRE3,0.5389,0.02562264659036029,17
ADAMTSL2,0.5389,2.57465138502507e-10,119
TCF4,0.5388,5.2337432278023915e-06,63
ARHGAP17,0.5387,2.624409059163857e-10,119
SMARCA2,0.5387,2.631938838501229e-10,119
SCP2,0.5386,2.646305090726632e-10,119
PRKD2,0.5386,2.65119619935995e-10,119
RAD17,0.5385,2.6663244292050343e-10,119
HDAC1,0.5385,2.673340267474384e-10,119
TENM4,0.5384,7.50724597857959e-08,87
DCX,0.5383,7.533534333833588e-08,87
ZNF318,0.5383,2.72146431458782e-10,119
GARNL3,0.5382,5.378658193938768e-06,63
PRRC2C,0.5382,2.747813716298423e-10,119
S100A7,0.5382,3.282705132690802e-10,118
PCGF2,0.5382,2.7517928919173005e-10,119
MANEAL,0.5381,4.6496159041233433e-05,51
PACSIN3,0.5381,2.7586490310614047e-10,119
PHETA2,0.538,9.485018544723885e-10,112
CCT8,0.538,2.7848603201013914e-10,119
PPP1R3B,0.5379,5.466375034995858e-06,63
CST6,0.5379,1.897820945342559e-08,95
SMPD3,0.5379,3.831372087025178e-08,91
DUSP3,0.5374,2.94801647786759e-10,119
ADA2,0.5374,2.935569635717631e-10,119
ERMP1,0.5374,2.9414142820993353e-10,119
NT5DC1,0.5373,2.9752797188054524e-10,119
SGSM3,0.5373,2.970579527599863e-10,119
COASY,0.5373,2.973156426021262e-10,119
EOGT,0.5372,2.9920021107565493e-10,119
EPHB4,0.5372,2.993406941170122e-10,119
PHF12,0.5371,3.016879841383071e-10,119
SLC20A2,0.5371,3.042715223266285e-10,119
ABHD17C,0.537,1.0359663367959981e-09,112
MYCBP2,0.5369,3.078646117110556e-10,119
STUB1,0.5368,3.1083458809061933e-10,119
WDR48,0.5368,3.122001371497605e-10,119
PRKAB2,0.5367,3.145044207752456e-10,119
MACIR,0.5367,3.593102488713392e-09,105
ZDHHC13,0.5367,3.145536562847892e-10,119
LYPLAL1,0.5366,3.169784300421698e-10,119
