gene,spearman_r,p_value,n_samples
DNTTIP2,0.3724,0.04270406360129537,30
TMEM19,0.3724,0.06101853310325422,26
FKBP3,0.3723,0.042753905649560754,30
IKZF1,0.372,0.06708588609837772,25
INTS14,0.372,0.04297223072803416,30
ASB3,0.3719,0.046998699758651515,29
GXYLT1,0.3716,0.04315694474487695,30
SAR1B,0.3714,0.04331707918905265,30
MT-CO1,0.3713,0.04336732078057544,30
CCDC39,0.3713,0.09747606827598518,21
CSTF1,0.371,0.043537804041886154,30
EBAG9,0.3709,0.0436078001466923,30
SINHCAF,0.3707,0.056981995147900366,27
GNA13,0.3706,0.04378481008966002,30
MALSU1,0.3706,0.047791624514600846,29
NRIP2,0.3705,0.043886029353673264,30
HIGD1A,0.3705,0.043835413312020524,30
NBAS,0.3705,0.043835413312020524,30
IGKV3D-15,0.3704,0.157901643371896,16
CPSF4,0.3703,0.04399747682095179,30
RILPL2,0.3703,0.043972122701787124,30
CLTB,0.3702,0.04405837784915026,30
NTHL1,0.3702,0.044022834131414494,30
NDUFA11,0.3702,0.044022834131414494,30
KIAA0930,0.3701,0.044109171990821025,30
AZGP1,0.37,0.0441853870777664,30
TAF12,0.37,0.04413457383986229,30
CTDSP1,0.3699,0.09017645326726022,22
SHROOM4,0.3698,0.04429746414394257,30
C12orf73,0.3698,0.04833199849961965,29
DGKB,0.3697,0.29305007529282234,10
SLC3A1,0.3697,0.29305007529282234,10
OTUD6B,0.3696,0.044384292566773016,30
TWF2,0.3696,0.044384292566773016,30
EDIL3,0.3694,0.09066750307662344,22
SLC25A11,0.3694,0.04452236500430594,30
DMAC2L,0.3693,0.044573458598107026,30
SFSWAP,0.3693,0.04458401929316616,30
MRPS16,0.3693,0.044573458598107026,30
POFUT1,0.3691,0.04472263300018152,30
INPP5K,0.3689,0.04482517801166954,30
UBQLN2,0.3687,0.04500089077868928,30
PYM1,0.3687,0.04497516643698895,30
SEPTIN10,0.3685,0.04507808251921609,30
TMEM126A,0.3685,0.0451295592424132,30
ZNF330,0.3682,0.04526944437425669,30
DOLK,0.3681,0.21585718064938147,13
ETAA1,0.3681,0.21585718064938147,13
RNASEH2A,0.368,0.04538383878161631,30
RAB36,0.368,0.07032878351496052,25
ALS2,0.368,0.04538383878161631,30
SYDE2,0.3679,0.17734214689349131,15
CCDC92,0.3679,0.045498485945226354,30
IFIT1B,0.3677,0.12142436713083532,19
FASTKD1,0.3676,0.059218966414707176,27
SUCLG2,0.3671,0.045974058682964135,30
ATRX,0.3671,0.045974058682964135,30
TAPT1,0.3669,0.04611602331416768,30
PKN2,0.3669,0.04608994706573551,30
KAT6A,0.3669,0.046101635484730376,30
SFPQ,0.3668,0.046206090749582866,30
TIMM13,0.3668,0.046206090749582866,30
IMP3,0.3666,0.04632249019811376,30
SCRN3,0.3665,0.04637482636445661,30
B9D2,0.3664,0.06017477622693644,27
ELP6,0.3664,0.046427174576408714,30
EIF1AD,0.3664,0.046427174576408714,30
GSN,0.3664,0.04640099896640342,30
CNOT7,0.3664,0.046427174576408714,30
ZNF706,0.3663,0.0464653576851341,30
URGCP,0.3662,0.046544011143439916,30
PARP10,0.366,0.046661104590717414,30
ELP3,0.366,0.04668737365875639,30
SNIP1,0.3659,0.04676431012811019,30
MBLAC2,0.3656,0.046961129577663484,30
DYNLT1,0.3653,0.04715850702774723,30
EPG5,0.3652,0.047211416954862875,30
ACOX2,0.3652,0.0610572880541743,27
NOL9,0.3652,0.04723787634272174,30
CXXC5,0.3651,0.051499953232239305,29
METAP1D,0.3651,0.04729080395027255,30
MTCH1,0.365,0.04732993821600126,30
USP19,0.3647,0.0475411676867144,30
FAM204A,0.3647,0.07307148515246403,25
RPS15A,0.3647,0.04750182292805523,30
