gene,spearman_r,p_value,n_samples
CHAMP1,0.6435,3.015648350253483e-13,102
ZNF597,0.6435,4.055722483533288e-11,84
BCL2L15,0.6434,3.0258981557060133e-13,102
OXR1,0.6434,3.0545269410691063e-13,102
PXK,0.6434,3.0400054606624216e-13,102
MYPOP,0.6434,0.024003191200713647,12
YBX3,0.6433,3.0836207107599623e-13,102
PPCDC,0.6433,3.0712485081619566e-13,102
PEBP4,0.6432,3.112855947330488e-13,102
TTC38,0.6432,3.1234164383122485e-13,102
CXCL5,0.6431,9.992677525015833e-09,64
CCL2,0.6431,0.00022308763135863585,28
PRCC,0.6431,3.1590270569960015e-13,102
HSPA13,0.643,3.1711786804405133e-13,102
CNP,0.643,3.193740196014789e-13,102
UAP1,0.643,3.1722425987558873e-13,102
BRF1,0.643,3.187868064271853e-13,102
C11orf58,0.6429,3.204506336043775e-13,102
KLK12,0.6429,0.017792450692375714,13
PRSS23,0.6428,3.2394146263514196e-13,102
PLCL1,0.6428,3.241594645767405e-13,102
NFKBIE,0.6428,3.2581367176838175e-13,102
STAB2,0.6426,1.295907946597731e-12,97
PDSS2,0.6426,3.339012707916982e-13,102
PSMD2,0.6426,3.326837868745056e-13,102
PEX14,0.6426,3.3075873032180664e-13,102
LILRB3,0.6425,1.2982844777206889e-12,97
FLRT2,0.6425,1.2970631875188563e-12,97
SDAD1,0.6425,3.3632562980915285e-13,102
PTK2,0.6423,3.4464326273921236e-13,102
RAB18,0.6423,3.427268225081468e-13,102
PAPLN,0.6423,3.4335613040281736e-13,102
DHTKD1,0.6422,3.478657948026612e-13,102
TSHZ2,0.6422,0.0054455412524138,17
PRKCD,0.6421,3.525341474261019e-13,102
MR1,0.6421,5.282382193508594e-12,92
ADAMTS7,0.642,3.5550049143904027e-13,102
ZBTB33,0.642,3.5553339857365935e-13,102
CFL2,0.6419,3.599948345826912e-13,102
CCN5,0.6419,3.6090532464647945e-13,102
CYTH1,0.6419,3.578237182138343e-13,102
MEX3D,0.6418,3.6491876282379225e-13,102
P2RY1,0.6418,2.23045734918424e-07,53
NCOA4,0.6418,3.6473312206085183e-13,102
CRIM1,0.6418,3.615611899893558e-13,102
SOWAHB,0.6416,3.746323099305872e-09,68
ZEB1,0.6416,3.722361366490048e-13,102
FCHO2,0.6415,3.746801194316235e-13,102
FLNC,0.6415,3.7709083970626825e-13,102
SETMAR,0.6415,3.738283957111853e-13,102
PPIL1,0.6415,3.7547610498493424e-13,102
SEPTIN10,0.6415,3.7571534819519367e-13,102
RNF169,0.6415,3.751751524610743e-13,102
FCGBP,0.6414,3.805823698465025e-13,102
ADAMTS2,0.6413,3.8280406660706843e-13,102
PLEK,0.6413,3.8387462946499766e-13,102
RBBP6,0.6413,3.845041895594925e-13,102
SHKBP1,0.6413,3.8468960464944967e-13,102
SEMA3F,0.6411,3.9281461323842263e-13,102
OAS1,0.6411,3.928931811109666e-13,102
KPNA6,0.641,3.9455510177198706e-13,102
MYBL2,0.6408,1.5319364679591273e-10,80
COA3,0.6408,4.0732964249961405e-13,102
LIG4,0.6407,4.1033460028578455e-13,102
TTC4,0.6406,4.163081705643336e-13,102
TTC28,0.6405,4.20110130517457e-13,102
FCGRT,0.6405,4.1673369434148563e-13,102
ASPRV1,0.6403,2.8555766538587548e-06,44
DHX40,0.6402,4.3505876543489423e-13,102
SIGIRR,0.6402,4.341186691352918e-13,102
ARHGAP35,0.6401,4.3881820805489963e-13,102
CRYBB1,0.6401,5.534835355215784e-11,84
CLIC4,0.6401,4.3876399132194397e-13,102
TBC1D24,0.6401,4.3742386980840893e-13,102
ASAH1,0.64,4.4351277327849657e-13,102
TPM4,0.64,4.415766349647468e-13,102
PYCARD,0.6399,4.4628815395562005e-13,102
HCFC2,0.6398,4.500187692481657e-13,102
FZD2,0.6398,0.0003262102833095876,27
AKT1,0.6398,4.534525634473917e-13,102
RARS1,0.6397,4.582531872796681e-13,102
LDHC,0.6396,0.013779616833463793,14
KNSTRN,0.6396,4.648973132692884e-13,102
PHKA1,0.6396,4.637566354167201e-13,102
PLA2G4E,0.6396,0.013779616833463793,14
CACNB2,0.6396,0.013779616833463793,14
ABCD1,0.6396,4.602697766900645e-13,102
SCAF8,0.6395,4.694193406066818e-13,102
TCIM,0.6394,7.703430813824627e-11,83
PACC1,0.6394,1.5443219908761162e-11,89
GFPT1,0.6394,4.75135261564962e-13,102
ABCB1,0.6393,4.797979696934406e-13,102
ECHS1,0.6393,4.755241717994999e-13,102
LRRC59,0.6393,4.797517269804379e-13,102
GNA14,0.6392,3.01239782421799e-10,78
RFC3,0.6392,4.829007009027226e-13,102
PUDP,0.6392,4.838702996309478e-13,102
VEGFA,0.6391,4.89636516513204e-13,102
PYCR2,0.639,4.946821977673064e-13,102
NEMF,0.6389,5.009991117932053e-13,102
SAR1B,0.6389,4.971931265025315e-13,102
UTP18,0.6388,5.051673504506877e-13,102
ZYX,0.6388,5.056667715058039e-13,102
SRPRA,0.6387,5.109907796561691e-13,102
ARHGEF38,0.6386,1.3658453452434463e-06,47
GIGYF1,0.6385,5.223887629348851e-13,102
CNST,0.6385,5.234478531059817e-13,102
ADK,0.6385,5.233854883914612e-13,102
MAGEA10,0.6384,3.1202534149740835e-08,61
RIC8A,0.6384,5.263319547960515e-13,102
AC007906.2,0.6383,5.322952874120909e-13,102
MECR,0.6382,5.368465002333896e-13,102
