gene,tumor_r,normal_r,delta_r
ATAD2B,0.0861,0.0861,0.0
GATA3,-0.0265,-0.0265,0.0
HPDL,0.2722,0.2722,0.0
SPDL1,0.0979,0.0979,0.0
PACC1,0.2705,0.2705,0.0
TEAD4,0.7145,0.7145,0.0
MPHOSPH9,-0.5569,-0.5569,0.0
HMMR,-0.4685,-0.4685,0.0
RELCH,-0.4615,-0.4615,0.0
GINS3,0.6812,0.6812,0.0
RHOD,-0.4196,-0.4196,0.0
ILDR1,0.1469,0.1469,0.0
BCORL1,0.296,0.296,0.0
FYB2,0.6923,0.6923,0.0
KNSTRN,0.2735,0.2735,0.0
PRR14L,0.5544,0.5544,0.0
DDX11,0.5849,0.5849,0.0
NCAPG,0.1023,0.1023,0.0
MBD6,0.5545,0.5545,0.0
CPA4,0.2663,0.2663,0.0
FAM221A,0.2602,0.2602,0.0
CPLX2,0.1054,0.1054,0.0
NKX6-1,-0.0153,-0.0153,0.0
PIK3C2G,0.2517,0.2517,0.0
MELK,0.0839,0.0839,0.0
UBTD1,0.0839,0.0839,0.0
CDCA5,0.2622,0.2622,0.0
NR3C2,0.471,0.471,0.0
HJURP,0.1049,0.1049,0.0
TIRAP,0.1049,0.1049,0.0
RHOH,0.3824,0.3824,0.0
LEF1,0.4722,0.4722,0.0
SPC24,0.1052,0.1052,0.0
ACBD7,0.1719,0.1719,0.0
HSD3B1,-0.2802,-0.2802,0.0
CKAP2,-0.2738,-0.2738,0.0
CKS2,0.3529,0.3529,0.0
RBAK,-0.049,-0.049,0.0
AC073111.4,0.1748,0.1748,0.0
AMIGO2,0.1748,0.1748,0.0
MANEAL,-0.2541,-0.2541,0.0
NIPSNAP3B,0.6713,0.6713,0.0
CCNA2,0.2574,0.2574,0.0
TBC1D22B,0.5915,0.5915,0.0
CENPU,0.2441,0.2441,0.0
TIPIN,0.4514,0.4514,0.0
RACGAP1,0.1517,0.1517,0.0
MOG,0.1442,0.1442,0.0
SAC3D1,-0.1356,-0.1356,0.0
RAD18,0.423,0.423,0.0
CHST11,0.4238,0.4238,0.0
GPA33,-0.0842,-0.0842,0.0
FAM83G,0.25,0.25,0.0
PGAP6,0.2505,0.2505,0.0
SCML2,-0.1398,-0.1398,0.0
TRAT1,0.4864,0.4864,0.0
INCENP,-0.0324,-0.0324,0.0
LAMA4,0.7601,0.7601,0.0
PINX1,0.1559,0.1559,0.0
SLC35F5,0.0399,0.0399,0.0
DEFA5,-0.1435,-0.1435,0.0
TAF1C,-0.1431,-0.1431,0.0
NCAPD3,0.3882,0.3882,0.0
MUC5AC,0.1126,0.1126,0.0
KIF23,-0.147,-0.147,0.0
WT1,-0.1469,-0.1469,0.0
KIF16B,0.2412,0.2412,0.0
BAHD1,-0.1492,-0.1492,0.0
TNFRSF18,0.1091,0.1091,0.0
PKP1,0.6853,0.6853,0.0
CENPQ,0.0971,0.0971,0.0
GK5,0.2727,0.2727,0.0
IL18R1,0.2727,0.2727,0.0
GXYLT2,-0.4615,-0.4615,0.0
APOBEC3B,-0.4471,-0.4471,0.0
OIP5,-0.4266,-0.4266,0.0
FAM111A,0.1311,0.1311,0.0
CENPT,0.3559,0.3559,0.0
JADE3,-0.2472,-0.2472,0.0
MFSD5,-0.007,-0.007,0.0
TNFAIP8,0.6855,0.6855,0.0
UBE2T,-0.0074,-0.0074,0.0
GINS4,0.4365,0.4365,0.0
LRCH2,0.1805,0.1805,0.0
SYNGR3,0.2305,0.2305,0.0
SATB1,0.2313,0.2313,0.0
CAP2,0.7867,0.7867,0.0
MST1R,0.7167,0.7167,0.0
CHD7,-0.0787,-0.0787,0.0
RP1L1,0.3916,0.3916,0.0
AGTR1,0.6154,0.6154,0.0
BCL9,-0.2401,-0.2401,0.0
FANCD2,-0.1646,-0.1646,0.0
HEPACAM2,0.1605,0.1605,0.0
UBE2S,-0.2929,-0.2929,0.0
RUNDC1,-0.2958,-0.2958,0.0
CDC20,-0.0706,-0.0706,0.0
TIMM8A,0.4873,0.4873,0.0
DOCK10,0.7003,0.7003,0.0
SCG3,0.312,0.312,0.0
KIF4A,-0.0726,-0.0726,0.0
GINS2,0.1287,0.1287,0.0
HOMEZ,0.1837,0.1837,0.0
ILKAP,0.4137,0.4137,0.0
KLHL5,0.3888,0.3888,0.0
RHOBTB3,0.4631,0.4631,0.0
CCNB2,0.1173,0.1173,0.0
ZNF692,0.049,0.049,0.0
TTK,0.3357,0.3357,0.0
ZC3H8,0.4456,0.4456,0.0
TFAP2C,-0.3171,-0.3171,0.0
NTNG1,-0.3117,-0.3117,0.0
KIF22,-0.3052,-0.3052,0.0
MILR1,0.6769,0.6769,0.0
SPAG5,-0.164,-0.164,0.0
TNS4,-0.1608,-0.1608,0.0
GALNT6,0.3152,0.3152,0.0
SLC35C1,-0.0692,-0.0692,0.0
DNAJC11,0.489,0.489,0.0
TRERF1,0.3118,0.3118,0.0
CLK1,0.3118,0.3118,0.0
FAM3B,0.2155,0.2155,0.0
CDCA2,0.2144,0.2144,0.0
GLDN,0.5315,0.5315,0.0
ADPRM,0.3941,0.3941,0.0
TMEM219,0.3945,0.3945,0.0
FOSL1,0.2168,0.2168,0.0
PRR9,0.393,0.393,0.0
NDC80,0.4632,0.4632,0.0
CENPH,0.2219,0.2219,0.0
LRRC8E,0.4118,0.4118,0.0
MPV17L2,0.3358,0.3358,0.0
KIR3DL2,0.358,0.358,0.0
PROX1,0.7483,0.7483,0.0
ZNF8,0.3575,0.3575,0.0
AURKB,0.1889,0.1889,0.0
KRT13,0.184,0.184,0.0
RNF168,0.6519,0.6519,0.0
SINHCAF,0.3362,0.3362,0.0
FAR2,0.3363,0.3363,0.0
ST3GAL4,0.1931,0.1931,0.0
CPXM1,0.6441,0.6441,0.0
SUV39H1,-0.2168,-0.2168,0.0
SUV39H2,-0.2098,-0.2098,0.0
TTBK2,0.0315,0.0315,0.0
GNA15,0.2088,0.2088,0.0
ITM2A,0.1271,0.1271,0.0
FOXI1,0.191,0.191,0.0
POMK,0.2121,0.2121,0.0
KIAA1324,0.2175,0.2175,0.0
TMEM38A,0.1215,0.1215,0.0
SHCBP1,0.4607,0.4607,0.0
TRBV3-1,0.4611,0.4611,0.0
DLGAP5,0.1218,0.1218,0.0
ATG16L2,0.215,0.215,0.0
CDCA8,0.2135,0.2135,0.0
FADS1,-0.1852,-0.1852,0.0
RLF,0.3993,0.3993,0.0
NEFH,-0.0113,-0.0113,0.0
NIPA1,0.1978,0.1978,0.0
SPC25,-0.0631,-0.0631,0.0
SLX4,0.0699,0.0699,0.0
LRP6,0.0706,0.0706,0.0
NEU3,0.5263,0.5263,0.0
DCAF12,0.5263,0.5263,0.0
POU3F4,0.3241,0.3241,0.0
CCDC68,0.0278,0.0278,0.0
PACSIN1,0.4176,0.4176,0.0
EPHB2,0.3282,0.3282,0.0
SLC7A6,0.1957,0.1957,0.0
WDR76,-0.167,-0.167,0.0
WNK3,0.2032,0.2032,0.0
TC2N,0.1259,0.1259,0.0
CHTF8,0.1941,0.1941,0.0
SNRPB,0.1267,0.1267,0.0
UTY,0.1259,0.1259,0.0
CHAF1B,0.1271,0.1271,0.0
FCER2,0.4545,0.4545,0.0
ANLN,0.4585,0.4585,0.0
KIF20A,0.1264,0.1264,0.0
FAM234B,0.0559,0.0559,0.0
PLPP2,0.3458,0.3458,0.0
CSPP1,0.0595,0.0595,0.0
CENPN,0.3427,0.3427,0.0
SLC1A3,0.4126,0.4126,0.0
CD68,0.4126,0.4126,0.0
CEND1,0.1501,0.1501,0.0
KNL1,0.4475,0.4475,0.0
ORC1,0.5009,0.5009,0.0
TCF7,-0.0455,-0.0455,0.0
ECT2,-0.0451,-0.0451,0.0
MFHAS1,0.2819,0.2819,0.0
KLF5,0.2867,0.2867,0.0
IL1RL1,0.3706,0.3706,0.0
UPK1B,0.2851,0.2851,0.0
CD28,0.5647,0.5647,0.0
SLC22A3,0.2837,0.2837,0.0
FAM180B,-0.3427,-0.3427,0.0
ATAD3B,-0.349,-0.349,0.0
ATAD5,-0.3776,-0.3776,0.0
PKLR,-0.3706,-0.3706,0.0
PAQR4,-0.3572,-0.3572,0.0
EEF1AKMT4,0.3497,0.3497,0.0
DLG2,0.5031,0.5031,0.0
ACTR2,0.5057,0.5058,-9.999999999998899e-05
NIP7,0.0709,0.071,-9.999999999998899e-05
RBM3,0.5748,0.5749,-9.999999999998899e-05
ZFYVE1,0.6546,0.6547,-9.999999999998899e-05
TFAM,0.315,0.3151,-9.999999999998899e-05
GNA12,0.2561,0.2562,-9.999999999998899e-05
RANBP1,0.4246,0.4247,-0.0001000000000000445
ETV6,0.5056,0.5058,-0.00019999999999997797
PLIN5,0.3864,0.3866,-0.00019999999999997797
DCDC2,0.9003,0.9005,-0.00019999999999997797
CHCHD4,0.464,0.4642,-0.00019999999999997797
CLCNKA,0.1788,0.179,-0.00020000000000000573
ADCK5,0.1255,0.1257,-0.00020000000000000573
CYP2J2,0.8291,0.8293,-0.000200000000000089
EPS8L3,0.7517,0.752,-0.00029999999999996696
MAF1,0.4121,0.4124,-0.00029999999999996696
PTPRG,0.7854,0.7857,-0.00029999999999996696
NOL9,0.1506,0.1509,-0.0002999999999999947
CDK11B,0.2283,0.2286,-0.0002999999999999947
ESS2,0.2155,0.2158,-0.0002999999999999947
NUP37,0.2946,0.2949,-0.00030000000000002247
CSK,0.4472,0.4475,-0.00030000000000002247
S100B,0.7746,0.7749,-0.000300000000000078
SRBD1,0.5557,0.556,-0.000300000000000078
EEF2K,0.5635,0.5639,-0.00039999999999995595
CCPG1,0.5088,0.5092,-0.00039999999999995595
ARF5,0.3945,0.3949,-0.00039999999999995595
BRD8,0.1587,0.1591,-0.0003999999999999837
MED31,0.0633,0.0637,-0.00040000000000001146
LMNA,0.487,0.4874,-0.00040000000000001146
HAO1,0.4829,0.4833,-0.00040000000000001146
GCA,0.3639,0.3643,-0.00040000000000001146
KDM5A,0.1346,0.135,-0.00040000000000001146
DAPK2,0.6987,0.6991,-0.00040000000000006697
PACSIN3,0.7471,0.7475,-0.00040000000000006697
SYNE1,0.7278,0.7283,-0.0004999999999999449
CLEC14A,0.8413,0.8418,-0.0004999999999999449
FASTKD1,0.0367,0.0372,-0.0004999999999999935
ASF1B,0.4072,0.4077,-0.0005000000000000004
HNRNPR,0.433,0.4335,-0.0005000000000000004
METTL1,0.3599,0.3604,-0.0005000000000000004
DHPS,0.4301,0.4306,-0.0005000000000000004
CEACAM8,0.2582,0.2587,-0.0005000000000000004
AGA,0.4066,0.4071,-0.0005000000000000004
PDGFA,0.4724,0.4729,-0.0005000000000000004
DNAJC19,0.1295,0.13,-0.0005000000000000004
HLA-DMB,0.5911,0.5916,-0.000500000000000056
CERS2,0.6143,0.6148,-0.000500000000000056
AP4S1,0.5676,0.5681,-0.000500000000000056
ARHGAP10,0.6845,0.685,-0.000500000000000056
RAD17,0.2935,0.2941,-0.0005999999999999894
PDCL3,0.3756,0.3762,-0.0005999999999999894
SEPSECS,0.7091,0.7097,-0.0006000000000000449
AKR7A3,0.6998,0.7004,-0.0006000000000000449
PLXNB2,0.3853,0.3859,-0.0006000000000000449
UBFD1,0.7794,0.78,-0.0006000000000000449
NOL3,0.8454,0.8461,-0.0006999999999999229
PDZD11,0.3048,0.3055,-0.0006999999999999784
MSL3,-0.0597,-0.059,-0.0007000000000000062
FETUB,0.0658,0.0665,-0.0007000000000000062
SNF8,0.1353,0.136,-0.0007000000000000062
MAP7D2,0.8698,0.8705,-0.0007000000000000339
CD44,0.8448,0.8455,-0.0007000000000000339
CCDC186,0.7045,0.7052,-0.0007000000000000339
EFHD1,0.8643,0.865,-0.0007000000000000339
NMNAT1,0.5247,0.5255,-0.0007999999999999119
BACH1,0.4136,0.4144,-0.0007999999999999674
SCAP,0.1708,0.1716,-0.0007999999999999952
DXO,0.1848,0.1856,-0.0007999999999999952
MARF1,-0.0098,-0.009,-0.0008000000000000004
SFPQ,0.1229,0.1237,-0.000800000000000009
BTK,0.7793,0.7801,-0.0008000000000000229
ANXA11,0.6635,0.6643,-0.0008000000000000229
SLC22A18,0.6888,0.6896,-0.0008000000000000229
PRRG1,-0.2378,-0.237,-0.0008000000000000229
TBC1D5,0.5798,0.5806,-0.0008000000000000229
LSG1,0.4367,0.4375,-0.0008000000000000229
UXT,0.1776,0.1785,-0.0008999999999999841
DFFA,-0.0494,-0.0485,-0.000899999999999998
ARHGAP5,0.7185,0.7194,-0.0009000000000000119
CARD16,0.6305,0.6314,-0.0009000000000000119
CXorf38,0.5158,0.5167,-0.0009000000000000119
SEPTIN1,0.8759,0.8768,-0.0009000000000000119
SSNA1,0.3918,0.3927,-0.0009000000000000119
GLYAT,0.3363,0.3372,-0.0009000000000000119
BCAS1,0.1314,0.1323,-0.0009000000000000119
PTPN6,0.8052,0.8061,-0.0009000000000000119
NUBPL,0.4707,0.4716,-0.0009000000000000119
SMARCAD1,0.2829,0.2838,-0.0009000000000000119
SRSF4,0.4049,0.4059,-0.0010000000000000009
TMCO3,0.6851,0.6861,-0.0010000000000000009
CD58,0.483,0.484,-0.0010000000000000009
LMF2,0.2158,0.2168,-0.0010000000000000009
KIF21A,0.7907,0.7917,-0.0010000000000000009
DNAJC13,0.6875,0.6885,-0.0010000000000000009
EPS8L2,0.7962,0.7972,-0.0010000000000000009
TRIM56,0.2579,0.2589,-0.0010000000000000009
IRF9,0.7074,0.7084,-0.0010000000000000009
TBC1D24,0.2711,0.2721,-0.0010000000000000009
CD63,0.39,0.391,-0.0010000000000000009
ZC3H15,0.4443,0.4453,-0.0010000000000000009
MACROD1,0.5106,0.5117,-0.0010999999999999899
SURF2,0.2834,0.2845,-0.0010999999999999899
STAM,0.6657,0.6668,-0.0010999999999999899
LIN7A,0.8013,0.8024,-0.0010999999999999899
IL18,0.7955,0.7966,-0.0010999999999999899
WDR20,0.5314,0.5325,-0.0010999999999999899
C8B,0.072,0.0731,-0.0011000000000000038
TAF5L,-0.0374,-0.0363,-0.0011000000000000038
TFE3,0.2108,0.2119,-0.0011000000000000176
FLAD1,0.4397,0.4408,-0.0011000000000000454
ABCC2,0.7129,0.7141,-0.0011999999999999789
FABP5,0.5557,0.5569,-0.0011999999999999789
RAB24,0.5903,0.5915,-0.0011999999999999789
NAP1L1,0.7017,0.7029,-0.0011999999999999789
PHLDB1,0.758,0.7592,-0.0011999999999999789
DAB2,0.7296,0.7308,-0.0011999999999999789
SYNRG,0.377,0.3782,-0.0011999999999999789
KIFC3,0.6021,0.6033,-0.0011999999999999789
ORM1,0.0834,0.0846,-0.0011999999999999927
UNKL,-0.0169,-0.0157,-0.0011999999999999997
EXTL2,0.2219,0.2231,-0.0012000000000000066
CASP9,0.4149,0.4161,-0.0012000000000000344
ASPA,0.851,0.8523,-0.0012999999999999678
OGFOD2,0.611,0.6123,-0.0012999999999999678
SELENOM,0.7992,0.8005,-0.0012999999999999678
IGF1R,0.636,0.6373,-0.0012999999999999678
CYTH1,0.6622,0.6635,-0.0012999999999999678
MRI1,0.7138,0.7151,-0.0012999999999999678
SLC13A2,0.0202,0.0215,-0.001299999999999999
SLC25A12,0.3883,0.3896,-0.0013000000000000234
ATPAF2,0.2689,0.2702,-0.0013000000000000234
LYVE1,0.6555,0.6568,-0.0013000000000000789
DIP2B,0.6911,0.6925,-0.0013999999999999568
GLS2,0.51,0.5114,-0.0013999999999999568
SEPTIN6,0.8353,0.8367,-0.0013999999999999568
TFRC,0.5389,0.5403,-0.0013999999999999568
PROS1,0.1703,0.1717,-0.0013999999999999846
MRPL22,0.086,0.0874,-0.0014000000000000123
FUBP3,0.4516,0.453,-0.0014000000000000123
PIP4P2,0.4367,0.4381,-0.0014000000000000123
MPHOSPH10,0.3222,0.3236,-0.0014000000000000123
PPP4R1,0.3712,0.3726,-0.0014000000000000123
CDC27,0.2387,0.2402,-0.0015000000000000013
TRAPPC4,0.1614,0.1629,-0.0015000000000000013
ITIH3,0.0944,0.0959,-0.0015000000000000013
TIAM1,0.1713,0.1728,-0.0015000000000000013
MPST,0.6113,0.6128,-0.0015000000000000568
ADGRL2,0.571,0.5725,-0.0015000000000000568
GSTM3,0.8755,0.877,-0.0015000000000000568
ESAM,0.8999,0.9015,-0.0015999999999999348
ABHD16A,0.5499,0.5515,-0.0015999999999999348
RIF1,0.3803,0.3819,-0.0015999999999999903
PCBP1,0.4108,0.4124,-0.0015999999999999903
TBX3,0.3254,0.327,-0.0015999999999999903
GSTM5,0.4707,0.4723,-0.0015999999999999903
CBR4,0.3677,0.3693,-0.0015999999999999903
TMEM134,0.5192,0.5208,-0.0016000000000000458
HACL1,0.4322,0.4338,-0.0016000000000000458
DGKH,0.5873,0.589,-0.0016999999999999238
TSPAN1,0.6256,0.6273,-0.0016999999999999238
SH3YL1,0.5116,0.5133,-0.0016999999999999238
FBXO30,0.4743,0.476,-0.0016999999999999793
XPO7,0.4771,0.4788,-0.0016999999999999793
KMT2A,0.1341,0.1358,-0.001700000000000007
TMEM106B,0.2243,0.226,-0.001700000000000007
TBCD,0.1744,0.1761,-0.001700000000000007
RETREG3,0.3212,0.3229,-0.0017000000000000348
MYO7B,0.8149,0.8166,-0.0017000000000000348
FRYL,0.58,0.5817,-0.0017000000000000348
NAIP,0.6135,0.6153,-0.0017999999999999128
CCDC43,0.5409,0.5427,-0.0017999999999999128
CSF1R,0.4737,0.4755,-0.0017999999999999683
IKBKG,0.2509,0.2527,-0.0017999999999999683
MAST3,0.1715,0.1733,-0.001799999999999996
PLEKHA1,0.1771,0.1789,-0.001799999999999996
MGLL,0.8029,0.8047,-0.0018000000000000238
KDM6A,0.3035,0.3053,-0.0018000000000000238
TSPYL1,0.3112,0.313,-0.0018000000000000238
KIAA1671,0.6137,0.6155,-0.0018000000000000238
RPS4Y1,0.9044,0.9062,-0.0018000000000000238
LARP1,0.7133,0.7152,-0.0018999999999999018
IGLV5-45,0.1773,0.1792,-0.001899999999999985
POLR1C,0.2051,0.207,-0.001899999999999985
POP5,0.2461,0.248,-0.001899999999999985
CSDE1,0.1668,0.1687,-0.001899999999999985
SMPD4,0.1052,0.1071,-0.001899999999999999
SCLY,0.7095,0.7114,-0.0019000000000000128
CDK4,0.3001,0.302,-0.0019000000000000128
PXDN,0.6464,0.6483,-0.0019000000000000128
TTC31,0.1772,0.1791,-0.0019000000000000128
RAB3IL1,0.5755,0.5774,-0.0019000000000000128
CGREF1,0.6778,0.6797,-0.0019000000000000128
SERPINF1,0.3299,0.3319,-0.0019999999999999463
KIAA0556,0.3566,0.3586,-0.0020000000000000018
SCFD2,0.2386,0.2406,-0.0020000000000000018
PHKA1,0.5961,0.5981,-0.0020000000000000018
KPNA1,0.5617,0.5637,-0.0020000000000000018
SPAG9,0.8517,0.8537,-0.0020000000000000018
GRAMD4,0.8477,0.8497,-0.0020000000000000018
PML,0.5372,0.5393,-0.0020999999999999908
DLST,0.4938,0.4959,-0.0020999999999999908
FBXO6,0.7019,0.704,-0.0020999999999999908
VNN1,0.7399,0.742,-0.0020999999999999908
PNMA1,0.3287,0.3308,-0.0020999999999999908
KBTBD6,0.3335,0.3356,-0.0020999999999999908
PYROXD1,0.5004,0.5025,-0.0020999999999999908
MYO1C,0.0389,0.041,-0.0021000000000000046
NPR3,0.9047,0.9068,-0.002100000000000102
MACC1,0.8952,0.8974,-0.0021999999999999797
CPM,0.6067,0.6089,-0.0021999999999999797
PUS7,0.8287,0.8309,-0.0021999999999999797
STK3,0.6176,0.6198,-0.0021999999999999797
RBKS,0.8085,0.8107,-0.0021999999999999797
C12orf4,0.0095,0.0117,-0.0022000000000000006
EDRF1,0.1352,0.1374,-0.0022000000000000075
KBTBD2,0.3136,0.3158,-0.0022000000000000353
KCNMA1,0.3676,0.3698,-0.0022000000000000353
DOK3,0.703,0.7052,-0.0022000000000000908
TFG,0.7077,0.71,-0.0022999999999999687
KLHL9,0.2441,0.2464,-0.0022999999999999965
BRPF3,-0.0441,-0.0418,-0.0023000000000000034
ST7,0.238,0.2403,-0.0023000000000000242
KALRN,0.3585,0.3608,-0.0023000000000000242
JAK2,0.5519,0.5542,-0.0023000000000000798
RNMT,0.5944,0.5968,-0.0023999999999999577
TRPC4AP,0.3421,0.3445,-0.0023999999999999577
NPL,0.9141,0.9165,-0.0023999999999999577
MRPL11,0.063,0.0654,-0.0023999999999999994
CNTNAP1,0.4677,0.4701,-0.0024000000000000132
CRYZL1,0.3962,0.3986,-0.0024000000000000132
MYADM,0.2792,0.2816,-0.0024000000000000132
CASP8,0.7825,0.7849,-0.0024000000000000687
CENPV,0.9318,0.9342,-0.0024000000000000687
KANK1,0.7791,0.7816,-0.0024999999999999467
SCAMP1,0.5514,0.5539,-0.0024999999999999467
ARHGAP42,0.7467,0.7492,-0.0024999999999999467
IGHV5-10-1,0.7566,0.7591,-0.0024999999999999467
SEH1L,0.3798,0.3823,-0.0024999999999999467
SLC34A3,-0.0049,-0.0024,-0.0025
IGHG2,0.3538,0.3563,-0.0025000000000000022
PRX,-0.2417,-0.2392,-0.0025000000000000022
NAT8L,0.3681,0.3706,-0.0025000000000000022
STX12,0.2303,0.2328,-0.0025000000000000022
CCDC58,0.5261,0.5287,-0.0025999999999999357
AGPS,0.3479,0.3505,-0.002599999999999991
PRAG1,0.4159,0.4185,-0.002599999999999991
NHP2,-0.0033,-0.0007,-0.0026
CHCHD5,0.1095,0.1121,-0.002600000000000005
HECW1,0.0635,0.0661,-0.002600000000000005
ANXA1,0.8179,0.8205,-0.0026000000000000467
IGLV2-11,0.2855,0.2881,-0.0026000000000000467
GLB1L,0.5488,0.5514,-0.0026000000000000467
LGALS3,0.8772,0.8798,-0.0026000000000000467
KCTD1,0.5122,0.5148,-0.0026000000000000467
RSU1,0.2093,0.212,-0.00269999999999998
ATP5PB,0.3295,0.3322,-0.00269999999999998
GON4L,-0.0243,-0.0216,-0.0026999999999999975
NDUFB4,0.0794,0.0821,-0.002700000000000008
LYST,0.1827,0.1854,-0.002700000000000008
STING1,0.7,0.7027,-0.0027000000000000357
IGHV1-2,0.3076,0.3103,-0.0027000000000000357
FUT8,0.5474,0.5501,-0.0027000000000000357
IPO5,0.3732,0.3759,-0.0027000000000000357
ANKRD39,0.3601,0.3628,-0.0027000000000000357
TMEM131,0.2094,0.2122,-0.002799999999999997
ORM2,0.0902,0.093,-0.002799999999999997
PAAF1,0.1891,0.1919,-0.002799999999999997
SCAI,0.5179,0.5207,-0.0028000000000000247
CSRP2,0.4763,0.4791,-0.0028000000000000247
MEMO1,0.5072,0.51,-0.0028000000000000247
SRPK2,0.6441,0.6469,-0.0028000000000000247
CAPN2,0.6553,0.6581,-0.0028000000000000247
PPT2,0.2476,0.2504,-0.0028000000000000247
KHNYN,0.693,0.6958,-0.0028000000000000247
UPF3B,0.3229,0.3258,-0.002899999999999958
TMEM175,0.2217,0.2246,-0.002899999999999986
RIPOR3,0.1078,0.1107,-0.0029
PPP1CA,0.0498,0.0527,-0.0029
POC1B,0.0265,0.0294,-0.0029
RTCB,0.105,0.1079,-0.0029
MSTO1,0.4956,0.4985,-0.0029000000000000137
SPCS2,0.3187,0.3216,-0.0029000000000000137
CASP3,0.5202,0.5231,-0.0029000000000000137
SLC1A4,0.5689,0.5718,-0.0029000000000000137
PDK2,0.6091,0.6121,-0.0030000000000000027
WDR35,0.465,0.468,-0.0030000000000000027
CD109,0.6762,0.6792,-0.0030000000000000027
RPL5,0.1507,0.1537,-0.0030000000000000027
ABCF1,0.4612,0.4642,-0.0030000000000000027
CRK,0.5158,0.5188,-0.0030000000000000027
SYT7,0.0481,0.0511,-0.0030000000000000027
UFC1,0.5624,0.5654,-0.0030000000000000027
MAML1,-0.0499,-0.0469,-0.0030000000000000027
RIOK3,0.5772,0.5802,-0.0030000000000000027
ABI3BP,0.6142,0.6172,-0.0030000000000000027
ENPP7,0.197,0.2,-0.0030000000000000027
COLEC11,0.4001,0.4031,-0.0030000000000000027
NUF2,0.1973,0.2004,-0.0030999999999999917
NTPCR,0.55,0.5531,-0.0030999999999999917
PEA15,0.6818,0.6849,-0.0030999999999999917
NEFL,0.9021,0.9052,-0.0030999999999999917
MTFR1L,0.2994,0.3025,-0.0030999999999999917
LIFR,0.3486,0.3517,-0.0030999999999999917
SERPINA1,-0.0839,-0.0808,-0.0031000000000000055
ARGLU1,0.3858,0.3889,-0.003100000000000047
MDC1,0.1355,0.1387,-0.0031999999999999806
NCKAP1L,0.8514,0.8546,-0.0031999999999999806
GIMAP7,0.8463,0.8495,-0.0031999999999999806
ETNK2,0.5809,0.5841,-0.0031999999999999806
TRNAU1AP,0.3946,0.3978,-0.0031999999999999806
ELAVL1,0.1369,0.1401,-0.0032000000000000084
DGAT1,0.3455,0.3487,-0.003200000000000036
LNPEP,0.6418,0.6451,-0.0032999999999999696
LYRM2,0.2046,0.2079,-0.0032999999999999974
LEAP2,-0.0798,-0.0765,-0.0032999999999999974
HERC1,0.0276,0.0309,-0.003300000000000001
MGAM,0.3322,0.3355,-0.003300000000000025
MYO10,0.3404,0.3437,-0.003300000000000025
BBX,0.5835,0.5869,-0.0033999999999999586
ESD,0.6986,0.702,-0.0033999999999999586
AKR1C3,0.8202,0.8236,-0.0033999999999999586
CABLES1,0.792,0.7954,-0.0033999999999999586
CYSTM1,0.5795,0.5829,-0.0033999999999999586
IGHV5-51,0.2836,0.287,-0.0033999999999999586
ABRAXAS1,0.2003,0.2037,-0.0033999999999999864
DNAJC5,0.2452,0.2486,-0.0033999999999999864
HUS1,0.075,0.0784,-0.0034000000000000002
IREB2,0.1016,0.105,-0.0034000000000000002
TMPRSS2,0.0249,0.0283,-0.0034000000000000002
ZBTB5,0.3205,0.3239,-0.003400000000000014
CARD6,0.4254,0.4288,-0.003400000000000014
GSPT2,0.7283,0.7317,-0.0034000000000000696
VPS4B,0.5568,0.5602,-0.0034000000000000696
STX17,0.5025,0.5059,-0.0034000000000000696
CPNE1,0.7041,0.7075,-0.0034000000000000696
DYNLL1,0.2977,0.3012,-0.003500000000000003
NIBAN2,0.6444,0.6479,-0.0035000000000000586
AKT3,0.7869,0.7905,-0.0035999999999999366
ABHD10,0.5429,0.5465,-0.0035999999999999366
C1S,0.5036,0.5072,-0.0035999999999999366
HPRT1,0.5056,0.5092,-0.0035999999999999366
EIF4A3,0.0981,0.1017,-0.003599999999999992
SNRPD1,-0.0318,-0.0282,-0.0036000000000000025
LSM5,0.0812,0.0848,-0.003600000000000006
RAB11B,0.0464,0.05,-0.003600000000000006
SMAD4,0.6905,0.6941,-0.0036000000000000476
SASH1,0.717,0.7206,-0.0036000000000000476
GSTO1,0.6696,0.6732,-0.0036000000000000476
ARHGAP30,0.853,0.8566,-0.0036000000000000476
UMPS,0.7224,0.7261,-0.0036999999999999256
TIPRL,0.4037,0.4074,-0.003699999999999981
IFT140,0.4605,0.4642,-0.003699999999999981
GTF3C2,0.125,0.1287,-0.003700000000000009
PMS1,0.1175,0.1212,-0.003700000000000009
RBIS,0.1558,0.1595,-0.003700000000000009
PIP5K1C,0.1402,0.1439,-0.003700000000000009
VPS26C,0.4412,0.4449,-0.0037000000000000366
FAM219B,0.2829,0.2866,-0.0037000000000000366
IKZF3,0.5141,0.5178,-0.0037000000000000366
COQ8A,0.7096,0.7133,-0.0037000000000000366
UBXN4,0.3661,0.3698,-0.0037000000000000366
RTEL1,0.2847,0.2885,-0.00379999999999997
THADA,0.3281,0.3319,-0.00379999999999997
KDM8,0.337,0.3408,-0.00379999999999997
C1R,0.6141,0.6179,-0.0038000000000000256
STK38L,0.5633,0.5671,-0.0038000000000000256
PRODH,0.8659,0.8697,-0.0038000000000000256
PRMT9,0.4356,0.4394,-0.0038000000000000256
ZZEF1,0.2723,0.2761,-0.0038000000000000256
RAB11FIP1,0.8697,0.8735,-0.0038000000000000256
