gene,spearman_r,p_value,n_samples
GAS2L1,0.2339,0.030230226099593315,86
GPX3,0.2339,0.0054195075466452,140
PSMC6,0.2338,0.005429385316589155,140
MDC1,0.2338,0.005437424575798623,140
HLCS,0.2337,0.00637396741195397,135
HSDL1,0.2337,0.0054572000677500405,140
IPO13,0.2336,0.007712315345123092,129
KIAA1143,0.2335,0.005495183989386039,140
MVB12A,0.2335,0.005501324856720317,140
ATXN10,0.2334,0.005520369617284313,140
SRSF10,0.2333,0.0055437513700200124,140
VPS39,0.2332,0.00554966431381597,140
SETDB1,0.2332,0.0055499686324378085,140
GYPC,0.2332,0.05382702136429207,69
RPP25,0.2331,0.005577236325857023,140
CDK11A,0.2331,0.009483095533133395,123
EEF1E1,0.2331,0.02299785884067208,95
HDHD2,0.233,0.0056011867322321275,140
TRUB1,0.2329,0.005621160459021441,140
NR2C2AP,0.2328,0.005637297964323531,140
PLEKHF1,0.2328,0.005638330878383926,140
TRPT1,0.2327,0.00566872259777911,140
SFPQ,0.2327,0.0056557034959862276,140
MON2,0.2326,0.00569080329096779,140
ITPA,0.2325,0.0057042377770276705,140
GTF2A1,0.2325,0.005699836397012744,140
PLA2R1,0.2324,0.0908480773615908,54
C6orf47,0.2322,0.005769141616096078,140
TOGARAM1,0.232,0.14439953348646714,41
BRWD3,0.232,0.12078899756092831,46
ADAT3,0.232,0.035944591130610444,82
ACAT2,0.2319,0.005835826104428361,140
OSTC,0.2319,0.008432774969319413,128
NPAT,0.2319,0.02968821159943865,88
ATG5,0.2319,0.005836420476646162,140
HSPA6,0.2318,0.13470154432017417,43
FAM104A,0.2317,0.1615369101401514,38
RILP,0.2316,0.027162895694731872,91
SRR,0.2316,0.010279203779601566,122
WASF3,0.2316,0.2996175811388952,22
HDAC4,0.2315,0.0059186601655155,140
UQCC3,0.2314,0.019887683602904264,101
EIF3K,0.2314,0.005951950897908897,140
SH2B2,0.2313,0.10248119449216264,51
ADCY9,0.2313,0.018728172724954473,103
DNAJB2,0.2312,0.005983004538530504,140
TMEM231,0.2312,0.30054999908324587,22
TWF1,0.2312,0.005993916626033859,140
ARHGAP17,0.2311,0.006009182952960924,140
PKN1,0.231,0.006041871163873903,140
EIF2B5,0.231,0.00604247109206903,140
TCF7L2,0.231,0.02283927604986298,97
CYB5R3,0.231,0.0060371585630073065,140
VMA21,0.2309,0.07098193667045248,62
TMED3,0.2309,0.006047854654244028,140
NIT1,0.2309,0.006048702800677313,140
