gene,spearman_r,p_value,n_samples
PDE4DIP,0.0316,0.9223889464182763,12
UQCRC2,0.0304,0.9143983105197491,15
SDK2,0.0303,0.9337729580941466,10
MRPS21,0.0286,0.9194899083821858,15
NBEAL1,0.0286,0.9194899083821858,15
AK2,0.0286,0.9194899083821858,15
POLRMT,0.0286,0.9194899083821858,15
TRAPPC13,0.0286,0.9194899083821858,15
TMEM94,0.0286,0.9194899083821858,15
SULT2B1,0.028,0.9312343512018807,12
GUCY1A2,0.028,0.9312343512018807,12
IGHV2-5,0.0276,0.9286193368253031,13
PKIG,0.0275,0.9290117291603509,13
JUN,0.0275,0.9290117291603509,13
SUPV3L1,0.0269,0.924305627581926,15
SNX4,0.0268,0.9244408019594368,15
AHSG,0.0255,0.9280818338774723,15
VTI1B,0.025,0.9295289708192378,15
RELL1,0.025,0.9295289708192378,15
ATG5,0.025,0.9295289708192378,15
PON1,0.025,0.9294661103647417,15
SLC36A1,0.025,0.9295289708192378,15
ARSB,0.025,0.9295289708192378,15
PROCR,0.025,0.9295289708192378,15
SEPTIN7,0.025,0.9295289708192378,15
PLRG1,0.025,0.9295289708192378,15
MED18,0.025,0.9295289708192378,15
VSIR,0.025,0.9294030813946743,15
PLEKHA1,0.0248,0.9360090189501213,13
HDAC5,0.0242,0.9346189946036425,14
RPS16,0.0232,0.9344938931245853,15
RSU1,0.0232,0.9344938931245853,15
CD5L,0.0232,0.934472766468798,15
SARNP,0.0232,0.9344938931245853,15
TTC7A,0.022,0.9431862416608071,13
GAR1,0.0214,0.9395779040128779,15
BRAT1,0.0214,0.9395779040128779,15
CDH5,0.0214,0.9395779040128779,15
SLAIN2,0.0214,0.9395779040128779,15
TLR7,0.0214,0.9395779040128779,15
ARHGDIB,0.0214,0.9395779040128779,15
SLC39A7,0.0214,0.9395779040128779,15
BICRA,0.021,0.9484022252365222,12
RBM7,0.0198,0.9464892274080116,14
MRTFA,0.0198,0.9464304041769637,14
POGLUT1,0.0197,0.9445561781211986,15
HPX,0.0197,0.9445561781211986,15
POLR2K,0.0197,0.9445561781211986,15
GABARAP,0.0197,0.9445561781211986,15
COPS4,0.0197,0.9445065899670028,15
USP42,0.0182,0.9602404181286242,10
SIX4,0.0182,0.9601194644967271,10
ALKBH3,0.0182,0.9576852410216187,11
FBXL17,0.0182,0.9602404181286242,10
TUBGCP6,0.0179,0.9496353041738619,15
MZT1,0.0179,0.9496353041738619,15
ZFP36L1,0.0179,0.9495903280845187,15
MRPL18,0.0179,0.9496353041738619,15
MT-ATP8,0.0179,0.9496353041738619,15
MRPS30,0.0179,0.9495903280845187,15
