gene,spearman_r,p_value,n_samples
SEMA3B,0.4737,0.0011610530343243205,44
VAMP7,0.4735,0.0011700673277206645,44
GBA2,0.4735,0.001167392492972872,44
NOC2L,0.4735,0.0011695320379264608,44
GNAI2,0.4734,0.001173644394537221,44
NUDT22,0.4734,0.00620553217234803,32
ZNF22,0.4733,0.0011757934017642508,44
SLC52A2,0.4733,0.006216318838345116,32
SNAPC1,0.4732,0.016898457094673483,25
DST,0.4732,0.001179682693591379,44
PROX1,0.4732,0.10244230662768161,13
FOXO3B,0.4731,0.019535539815638967,24
CTDSPL,0.4731,0.006239150028062415,32
UPK3B,0.473,0.055144481799935384,17
KCTD10,0.473,0.0011844920579645647,44
MTSS2,0.4729,0.0011873226523696418,44
EEF2K,0.4729,0.001187936625659643,44
PRCP,0.4728,0.001191913498221829,44
ZZEF1,0.4728,0.0011924572920498616,44
SSH1,0.4728,0.001191913498221829,44
JDP2,0.4727,0.05535317410460147,17
NUP160,0.4727,0.0011935453694630017,44
HIRA,0.4726,0.0011982831973483161,44
ADD1,0.4726,0.0011970656362513576,44
XRCC5,0.4725,0.001199922266431526,44
CRYZL1,0.4725,0.0012000486763337123,44
ZFP14,0.4725,0.0879674246125423,14
SOGA1,0.4725,0.0012015628095146183,44
CACNA1C,0.4725,0.0879674246125423,14
PLA1A,0.4724,0.06463994323054136,16
RAP1A,0.4723,0.0012096269223394712,44
DISC1,0.4722,0.002758396039885158,38
PDCL3,0.4722,0.0012115367252875544,44
SCN7A,0.4722,0.0012119580954901908,44
IGLV4-3,0.4721,0.04124539045225212,19
COX5A,0.4721,0.0012149754312952927,44
MAIP1,0.4721,0.0012145533234740912,44
MED12,0.472,0.0012178690548662692,44
GMPR,0.472,0.0012184222542753645,44
ARID1A,0.4719,0.0012196606207789495,44
TRABD,0.4719,0.0012220092380941753,44
CRAMP1,0.4717,0.011281005880205364,28
EIF3E,0.4717,0.0012285220475764865,44
CPEB2,0.4716,0.03579805261823718,20
