gene,spearman_r,p_value,n_samples
XYLT1,0.4737,0.03487999137949654,20
MTOR,0.4735,0.030135401115125117,21
HADHA,0.4735,0.030135401115125117,21
SPCS3,0.4735,0.030148820187654937,21
USP19,0.4735,0.030135401115125117,21
LTF,0.473,0.055144481799935384,17
TMEM68,0.4729,0.030393873569594974,21
EAPP,0.4729,0.030393873569594974,21
ECH1,0.4729,0.030393873569594974,21
AKAP8L,0.4728,0.030407721100223203,21
TRAPPC6A,0.4727,0.030469256641627425,21
TRMT11,0.4727,0.03045523160195435,21
ENTPD7,0.4727,0.1419985202063199,11
ALG2,0.4727,0.03045523160195435,21
PACC1,0.4727,0.1419985202063199,11
GMFB,0.4727,0.03045523160195435,21
CDIP1,0.4727,0.1419985202063199,11
ST3GAL4,0.4727,0.1419985202063199,11
LDB2,0.4725,0.10298105029992857,13
C1orf158,0.4725,0.0879674246125423,14
U2SURP,0.4724,0.030592441334091478,21
FAM193A,0.4722,0.035542393671931995,20
SMARCAL1,0.472,0.03073023674460996,21
AGAP2,0.4717,0.030854080850242088,21
ZDHHC5,0.4717,0.030854080850242088,21
RBM5,0.4716,0.030916059322132487,21
NME3,0.4716,0.030916059322132487,21
PLBD1,0.4716,0.030916059322132487,21
RCBTB2,0.4716,0.04816897678955327,18
TINF2,0.4714,0.030978075295294817,21
PTGFRN,0.4714,0.030978075295294817,21
THNSL1,0.4714,0.030978075295294817,21
HIVEP2,0.4714,0.030978075295294817,21
CXCL16,0.4714,0.030978075295294817,21
MRPL23,0.4714,0.030978075295294817,21
NRAS,0.4714,0.030978075295294817,21
DDX50,0.4711,0.03111747985398703,21
DOCK6,0.4711,0.03111747985398703,21
DCAF11,0.4709,0.031179788552277612,21
CDK5RAP1,0.4709,0.036134905024783975,20
MRAS,0.4709,0.031179788552277612,21
RBM28,0.4709,0.031179788552277612,21
EXTL3,0.4708,0.04859647428477875,18
FRMD3,0.4706,0.06581947250108111,16
OGA,0.4705,0.03135025412775368,21
CALR,0.4704,0.031382646332237765,21
MCUB,0.4704,0.031382646332237765,21
SAFB2,0.4704,0.031382646332237765,21
DCPS,0.4703,0.03144528599029883,21
RFK,0.4703,0.03144528599029883,21
TMEM135,0.4701,0.03150796285030202,21
IFT88,0.4701,0.03150796285030202,21
SLC33A1,0.4699,0.031586654069645094,21
TRIOBP,0.4698,0.03164958828208893,21
SCRN3,0.4698,0.03164958828208893,21
TMEM87B,0.4698,0.03164958828208893,21
MFNG,0.4697,0.05715610312482862,17
RALB,0.4696,0.031712559627870514,21
MRPL13,0.4696,0.031712559627870514,21
