gene,spearman_r,p_value,n_samples
COIL,0.1495,0.29010854784805445,52
ARHGAP23,0.1494,0.39893375840813017,34
UBA52,0.1492,0.2960763309348642,51
BRCC3,0.1491,0.29130809904690214,52
MARCHF5,0.1491,0.29155632108373003,52
OPA3,0.1491,0.29140613548514216,52
RAMAC,0.1489,0.3289893973932354,45
CD2BP2,0.1489,0.2920532681344729,52
B9D1,0.1486,0.293096606154226,52
EAPP,0.1485,0.293398075421547,52
RPAP3,0.1485,0.2934863229950348,52
ACOT9,0.1484,0.2938555664512812,52
CDKAL1,0.1484,0.293626741334934,52
COCH,0.1484,0.293772677113293,52
EPHB6,0.1484,0.6286094178894162,13
RNF115,0.1483,0.30391650375229123,50
DNAJB6,0.148,0.29522636926659956,52
CRTC3,0.148,0.29500716676474426,52
EXOC2,0.1479,0.29549787247663356,52
NKAPD1,0.1479,0.3003390374422579,51
KLHL26,0.1479,0.31560115660919796,48
GUK1,0.1478,0.2958793772492471,52
FAM205A,0.1478,0.444187567608835,29
GLT8D1,0.1478,0.3503662281996938,42
SDHD,0.1478,0.461813205639842,27
RBM7,0.1477,0.3110595542176037,49
RBM8A,0.1477,0.296103971555948,52
DDI2,0.1477,0.295999675836572,52
TOR2A,0.1476,0.5589695952802587,18
MAFK,0.1473,0.6154187624847253,14
VIPR1,0.1473,0.6154187624847253,14
ZBTB45,0.1473,0.6154187624847253,14
NCAM2,0.1472,0.5865149912241784,16
WDR60,0.1472,0.31296535477808435,49
NUP58,0.1472,0.29765964643766113,52
RINT1,0.1471,0.2982057953542317,52
THRAP3,0.1471,0.29791790022473424,52
EPAS1,0.1469,0.6487957097846665,12
ZYX,0.1468,0.2989885542488347,52
SP2,0.1466,0.2996785361148982,52
EIF4B,0.1466,0.2997373734473384,52
AGAP2,0.1466,0.6022220228032137,15
DCTN5,0.1466,0.29962637649047014,52
ZSWIM8,0.1465,0.30003253499301386,52
ANGPTL8,0.1464,0.602549920983054,15
