gene,spearman_r,p_value,n_samples
NCSTN,0.2034,0.28100018289240164,30
CEBPZOS,0.2034,0.2809454785751953,30
DSTYK,0.2029,0.28217797697545793,30
IAH1,0.2029,0.2821315105628354,30
GPM6A,0.2027,0.33109850039307237,25
TPP2,0.2027,0.28267081792873017,30
VEZT,0.2027,0.2826161037921276,30
CDK11B,0.2025,0.2832107853056103,30
FAM89B,0.2025,0.2831560643742094,30
SSR4,0.2025,0.2831560643742094,30
WDR6,0.2023,0.28364194603260584,30
PPP2R2D,0.2023,0.2836966851320889,30
TMEM9,0.2021,0.2842379660840676,30
ERICH1,0.2021,0.3024918815202152,28
COMMD9,0.202,0.2842927001698754,30
TTF2,0.2019,0.28472515524972003,30
GP6,0.2018,0.4075051414152553,19
FAM3A,0.2015,0.33401212685217296,25
BMX,0.2015,0.39426050476127356,20
RPP14,0.2014,0.28586577026229526,30
PHF1,0.2014,0.34534156170227437,24
H1-2,0.2014,0.2859205229890949,30
EWSR1,0.2014,0.28586577026229526,30
INO80E,0.2013,0.3138998520602914,27
RPS3,0.2011,0.2865191978391192,30
RPL35A,0.201,0.2869542742778168,30
SZT2,0.2009,0.28700903870282535,30
NEPRO,0.2009,0.28706379151255157,30
SRGN,0.2009,0.28700903870282535,30
PCBP4,0.2008,0.3358043098625583,25
CCDC9,0.2007,0.31555266375927726,27
TRIM27,0.2007,0.2874995166841415,30
RPL8,0.2005,0.2881001949036559,30
FAM168B,0.2001,0.28897477725066345,30
E4F1,0.2,0.2891939916350974,30
TMEM30B,0.2,0.2891939916350974,30
PLIN4,0.2,0.2892487660191258,30
SULT1C4,0.2,0.49300373504,14
PRPF39,0.2,0.2891939916350974,30
GADD45GIP1,0.1998,0.28968708909745156,30
SLC25A1,0.1998,0.28974188020596303,30
CCDC61,0.1996,0.2902904289134782,30
TXNL4B,0.1994,0.2907848370019212,30
CMC1,0.1993,0.29111536241592856,30
HNRNPM,0.1992,0.2913895067278921,30
ENY2,0.1992,0.2913895067278921,30
TANGO2,0.1991,0.29144430033635543,30
IGKV1D-8,0.1991,0.2914990822019441,30
PTDSS1,0.199,0.2918852260164408,30
CCT8,0.1986,0.29276886497624066,30
TMEM11,0.1985,0.2930430743635643,30
PDHB,0.1982,0.29370519292189223,30
TRUB2,0.1981,0.3028814889335,29
ARHGEF35,0.1978,0.29470258286872303,30
IGHV4-39,0.1977,0.3434166500706346,25
CAPN15,0.1976,0.3041710868099354,29
SREBF2,0.1975,0.39089777352358646,21
CFL1,0.1975,0.29548302288799855,30
GPAT3,0.1973,0.29592186023013933,30
APH1A,0.1971,0.40497211297885777,20
RPIA,0.1969,0.2969793328643492,30
CSRP2,0.1968,0.2973170568465744,30
SNRPG,0.1967,0.29748163120627785,30
SP3,0.1967,0.2974267850131651,30
YAE1,0.1967,0.3063946631823601,29
MRPL48,0.1965,0.29803942081634527,30
SIRPA,0.1965,0.2980942578914519,30
GCA,0.1965,0.29803942081634527,30
INTS4,0.1963,0.29854301866775695,30
SF3B6,0.1963,0.2985978703500892,30
PAF1,0.196,0.2992118220134762,30
PIH1D1,0.196,0.2991569797795558,30
CLDND1,0.196,0.3175691809384761,28
TIMELESS,0.196,0.3175016141115961,28
PREB,0.1959,0.2994423462954273,30
RMI2,0.1958,0.5419358857313173,12
INTS10,0.1955,0.30061875155836787,30
DUSP11,0.1954,0.30072853339259437,30
QRSL1,0.1953,0.30107065855354476,30
HNRNPC,0.1948,0.30236085767605775,30
SELENOH,0.1948,0.30236085767605775,30
ANKRD46,0.1948,0.33026541530626286,27
ARL6IP5,0.1947,0.30263518854496985,30
SLC6A4,0.1947,0.3024706262132805,30
COMMD1,0.1947,0.3024706262132805,30
MRPS27,0.1946,0.3028147611312207,30
TADA2B,0.1946,0.340708497768375,26
ACO2,0.1945,0.3029794727999932,30
TM2D1,0.1945,0.5902067758594245,10
TBC1D8B,0.1944,0.3033242123105898,30
FAT4,0.1941,0.3039441827472322,30
SUCLG1,0.1939,0.30461971117181114,30
KIAA0355,0.1939,0.3045098839943542,30
PSMD13,0.1936,0.30540558675425256,30
NRF1,0.1936,0.30529585489742217,30
ZNF410,0.1936,0.4564969285487544,17
USP1,0.1936,0.36459090657934135,24
UBAP1L,0.1935,0.40065858838070295,21
MT1A,0.1933,0.30602746122745744,30
CHRD,0.1931,0.3155526922331799,29
SBSPON,0.1929,0.30710864256076137,30
COX6A1,0.1927,0.30767764613373466,30
ZNF277,0.1926,0.3079179545993924,30
IFT43,0.1926,0.33570258381587,27
BEND7,0.1926,0.5486025185613919,12
ZNF518A,0.1923,0.5290679872349874,13
TTC8,0.1921,0.30916909135926746,30
C12orf43,0.192,0.3094434602898337,30
ZNF48,0.192,0.35796416792915986,25
FBP2,0.1919,0.3097407322086407,30
ITFG1,0.1919,0.3097407322086407,30
NCL,0.1918,0.3099602504433424,30
CDKN2AIPNL,0.1918,0.3099053892693425,30
GRM7,0.1914,0.39346511711766724,22
CDNF,0.1912,0.5125839704707786,14
IFI27L2,0.1912,0.47816401281702847,16
SCG2,0.1909,0.5739131682855213,11
TUBGCP2,0.1909,0.3121436671730716,30
OBSCN,0.1909,0.5739131682855213,11
SLC41A3,0.1907,0.3128283287160632,30
COX6B1,0.1907,0.31271860231926824,30
LIMS1,0.1905,0.313349064338465,30
DUSP12,0.1904,0.3136508586272989,30
RPL35,0.1903,0.3139253155547056,30
EIF5,0.1902,0.3139801698616355,30
PGM2,0.1901,0.3143375928928722,30
GEMIN6,0.1901,0.3142277760894118,30
CHAMP1,0.19,0.31450222525409094,30
CLK4,0.1898,0.4812906773303121,16
MICOS13,0.1898,0.3150797933597551,30
DEFA4,0.1898,0.31521179261675747,30
MRPL55,0.1898,0.315189482908271,30
DENND10,0.1896,0.3157128688534487,30
MTRES1,0.1896,0.3157128688534487,30
KLHL2,0.1895,0.43721498110006213,19
SELENOT,0.1893,0.31629175147697663,30
THBS1,0.1892,0.31676159010333294,30
MAD1L1,0.1892,0.3167067204592597,30
MAN1A2,0.189,0.3171771541214574,30
NAA80,0.189,0.33546661852248255,28
DNAJC8,0.1888,0.317703120781695,30
SPTLC1,0.1887,0.3180323470740058,30
ELOB,0.1885,0.318504174302569,30
ANKRD49,0.1884,0.3566632891344798,26
CHMP1A,0.1883,0.31897662055515175,30
MRPL43,0.1883,0.31908635176780387,30
C2orf49,0.1883,0.38953655378548946,23
WRAP73,0.1881,0.3195045803940011,30
MGAT4A,0.1881,0.40177800997987134,22
ERVK3-1,0.188,0.3196691871157748,30
